sample_ID,concentration,count_time,individuals,remarks_participants,remarks_Nelma
23-22003,20,5,0,rain and cloudy,
23-22003,20,10,0,rain and cloudy,
23-22003,20,20,0,rain and cloudy,
23-22003,20,40,2,rain and cloudy,
23-22003,20,80,4,rain and cloudy,
23-22003,20,120,0,rain and cloudy,
23-22003,20,Frozen,0,rain and cloudy,
23-22003,20,Lab,,,"IDed w/ TMS number + team me, sample ID was not on sample bag; only 40% vial was sent back"
23-22003,40,5,0,rain and cloudy,
23-22003,40,10,0,rain and cloudy,
23-22003,40,20,0,rain and cloudy,
23-22003,40,40,0,rain and cloudy,
23-22003,40,80,0,rain and cloudy,
23-22003,40,120,1,rain and cloudy,
23-22003,40,Frozen,1,rain and cloudy,
23-22003,40,Lab,1,,"IDed w/ TMS number + team me, sample ID was not on sample bag; only 40% vial was sent back"
23-22004,0,5,0,"School written as GTM Halle, from google search it looks like Giebichenstein Gymnasium ""Thomas Müntzer""",no sample linked to this data sheet
23-22004,0,10,0,,no sample linked to this data sheet
23-22004,0,20,0,,no sample linked to this data sheet
23-22004,0,40,1,,no sample linked to this data sheet
23-22004,0,80,2,,no sample linked to this data sheet
23-22004,0,120,,,no sample linked to this data sheet
23-22004,0,Frozen,,,no sample linked to this data sheet
23-22004,0,Lab,,,no sample linked to this data sheet
23-22004,5,5,3,,no sample linked to this data sheet
23-22004,5,10,5,,no sample linked to this data sheet
23-22004,5,20,5,,no sample linked to this data sheet
23-22004,5,40,3,,no sample linked to this data sheet
23-22004,5,80,5,,no sample linked to this data sheet
23-22004,5,120,,,no sample linked to this data sheet
23-22004,5,Frozen,,,no sample linked to this data sheet
23-22004,5,Lab,,,no sample linked to this data sheet
23-22004,10,5,0,,no sample linked to this data sheet
23-22004,10,10,0,,no sample linked to this data sheet
23-22004,10,20,0,,no sample linked to this data sheet
23-22004,10,40,0,,no sample linked to this data sheet
23-22004,10,80,0,,no sample linked to this data sheet
23-22004,10,120,,,no sample linked to this data sheet
23-22004,10,Frozen,,,no sample linked to this data sheet
23-22004,10,Lab,,,no sample linked to this data sheet
23-22004,20,5,0,,no sample linked to this data sheet
23-22004,20,10,0,,no sample linked to this data sheet
23-22004,20,20,0,,no sample linked to this data sheet
23-22004,20,40,0,,no sample linked to this data sheet
23-22004,20,80,0,,no sample linked to this data sheet
23-22004,20,120,,,no sample linked to this data sheet
23-22004,20,Frozen,,,no sample linked to this data sheet
23-22004,20,Lab,,,no sample linked to this data sheet
23-22004,40,5,0,,no sample linked to this data sheet
23-22004,40,10,0,,no sample linked to this data sheet
23-22004,40,20,1,,no sample linked to this data sheet
23-22004,40,40,0,,no sample linked to this data sheet
23-22004,40,80,0,,no sample linked to this data sheet
23-22004,40,120,0,,no sample linked to this data sheet
23-22004,40,Frozen,,,no sample linked to this data sheet
23-22004,40,Lab,,,no sample linked to this data sheet
23-22007,0,5,1,between very cloudy and rain,"Giebichenstein Gymnasium ""Thomas Müntzer"""
23-22007,0,10,0,between very cloudy and rain,
23-22007,0,20,1,between very cloudy and rain,
23-22007,0,40,1,between very cloudy and rain,
23-22007,0,80,1,between very cloudy and rain,
23-22007,0,120,1,between very cloudy and rain,
23-22007,0,Frozen,0,between very cloudy and rain,
23-22007,0,Lab,,,"IDed w/ TMS number, only the TMS nb was on sample bag; 0% and 5% vials not sent back"
23-22007,5,5,1,between very cloudy and rain,
23-22007,5,10,1,between very cloudy and rain,
23-22007,5,20,0,between very cloudy and rain,
23-22007,5,40,0,between very cloudy and rain,
23-22007,5,80,3,between very cloudy and rain,
23-22007,5,120,1,between very cloudy and rain,
23-22007,5,Frozen,0,between very cloudy and rain,
23-22007,5,Lab,,,"IDed w/ TMS number, only the TMS nb was on sample bag; 0% and 5% vials not sent back"
23-22007,10,5,0,between very cloudy and rain,
23-22007,10,10,2,between very cloudy and rain,
23-22007,10,20,0,between very cloudy and rain,
23-22007,10,40,3,between very cloudy and rain,
23-22007,10,80,3,between very cloudy and rain,
23-22007,10,120,10,between very cloudy and rain,
23-22007,10,Frozen,14,between very cloudy and rain,
23-22007,10,Lab,14,,"IDed w/ TMS number, only the TMS nb was on sample bag"
23-22007,20,5,4,between very cloudy and rain,
23-22007,20,10,5,between very cloudy and rain,
23-22007,20,20,1,between very cloudy and rain,
23-22007,20,40,5,between very cloudy and rain,
23-22007,20,80,5,between very cloudy and rain,
23-22007,20,120,5,between very cloudy and rain,
23-22007,20,Frozen,5,between very cloudy and rain,
23-22007,20,Lab,5,,"IDed w/ TMS number, only the TMS nb was on sample bag"
23-22007,40,5,5,between very cloudy and rain,
23-22007,40,10,5,between very cloudy and rain,
23-22007,40,20,0,between very cloudy and rain,
23-22007,40,40,7,between very cloudy and rain,
23-22007,40,80,10,between very cloudy and rain,
23-22007,40,120,12,between very cloudy and rain,
23-22007,40,Frozen,14,between very cloudy and rain,
23-22007,40,Lab,9,,"IDed w/ TMS number, only the TMS nb was on sample bag"
23-22009,0,5,0,,hariya-Grundschule
23-22009,0,10,0,,
23-22009,0,20,0,,
23-22009,0,40,0,,
23-22009,0,80,0,,
23-22009,0,120,0,,
23-22009,0,Frozen,0,,
23-22009,0,Lab,0,,
23-22009,5,5,0,,
23-22009,5,10,0,,
23-22009,5,20,0,,
23-22009,5,40,0,,
23-22009,5,80,0,,
23-22009,5,120,0,,
23-22009,5,Frozen,0,,
23-22009,5,Lab,0,,
23-22009,10,5,0,,
23-22009,10,10,0,,
23-22009,10,20,0,,
23-22009,10,40,0,,
23-22009,10,80,0,,
23-22009,10,120,0,,
23-22009,10,Frozen,0,,
23-22009,10,Lab,0,,
23-22009,20,5,0,,
23-22009,20,10,0,,
23-22009,20,20,0,,
23-22009,20,40,0,,
23-22009,20,80,0,,
23-22009,20,120,0,,
23-22009,20,Frozen,0,,
23-22009,20,Lab,0,,
23-22009,40,5,0,,
23-22009,40,10,0,,
23-22009,40,20,0,,
23-22009,40,40,0,,
23-22009,40,80,1,,
23-22009,40,120,0,,
23-22009,40,Frozen,0,,
23-22009,40,Lab,0,,
23-22015,0,5,0,,
23-22015,0,10,0,,
23-22015,0,20,0,,
23-22015,0,40,0,,
23-22015,0,80,0,,
23-22015,0,120,0,,
23-22015,0,Frozen,0,,
23-22015,0,Lab,0,,
23-22015,5,5,0,,
23-22015,5,10,0,,
23-22015,5,20,0,,
23-22015,5,40,0,,
23-22015,5,80,0,,
23-22015,5,120,0,,
23-22015,5,Frozen,0,,
23-22015,5,Lab,0,,
23-22015,10,5,0,,
23-22015,10,10,0,,
23-22015,10,20,0,,
23-22015,10,40,0,,
23-22015,10,80,0,,
23-22015,10,120,0,,
23-22015,10,Frozen,0,,
23-22015,10,Lab,0,,
23-22015,20,5,0,,
23-22015,20,10,0,,
23-22015,20,20,0,,
23-22015,20,40,1,,
23-22015,20,80,0,,
23-22015,20,120,0,,
23-22015,20,Frozen,0,,
23-22015,20,Lab,0,,
23-22015,40,5,0,,
23-22015,40,10,0,,
23-22015,40,20,0,,
23-22015,40,40,0,,
23-22015,40,80,0,,
23-22015,40,120,0,,
23-22015,40,Frozen,0,,
23-22015,40,Lab,0,,
23-22021,0,5,0,"""Dreck zur Verwechslung mit Ameisen""? (not very legible, zwischen zwei Uhrzeiten halten sich teilweise mehr Ameisen auf",Immanuel-Kant-Gymnasium
23-22021,0,10,0,"""Dreck zur Verwechslung mit Ameisen""? (not very legible",
23-22021,0,20,0,"""Dreck zur Verwechslung mit Ameisen""? (not very legible",
23-22021,0,40,0,"""Dreck zur Verwechslung mit Ameisen""? (not very legible",
23-22021,0,80,0,"""Dreck zur Verwechslung mit Ameisen""? (not very legible",
23-22021,0,120,0,"""Dreck zur Verwechslung mit Ameisen""? (not very legible",
23-22021,0,Frozen,,"""Dreck zur Verwechslung mit Ameisen""? (not very legible",
23-22021,0,Lab,0,,
23-22021,5,5,0,,
23-22021,5,10,0,,
23-22021,5,20,0,,
23-22021,5,40,0,,
23-22021,5,80,0,,
23-22021,5,120,0,,
23-22021,5,Frozen,,,
23-22021,5,Lab,0,,
23-22021,10,5,0,,
23-22021,10,10,0,,
23-22021,10,20,0,,
23-22021,10,40,0,,
23-22021,10,80,0,,
23-22021,10,120,0,,
23-22021,10,Frozen,,,
23-22021,10,Lab,0,,
23-22021,20,5,0,,
23-22021,20,10,0,,
23-22021,20,20,0,,
23-22021,20,40,0,,
23-22021,20,80,0,,
23-22021,20,120,1,,
23-22021,20,Frozen,,,
23-22021,20,Lab,1,,
23-22021,40,5,0,,
23-22021,40,10,0,,
23-22021,40,20,0,,
23-22021,40,40,1,,
23-22021,40,80,1,,
23-22021,40,120,2,,
23-22021,40,Frozen,,,
23-22021,40,Lab,1,,
23-22022,0,5,0,,
23-22022,0,10,1,,
23-22022,0,20,0,,
23-22022,0,40,0,,
23-22022,0,80,0,,
23-22022,0,120,1,,
23-22022,0,Frozen,,,
23-22022,0,Lab,0,,
23-22022,5,5,0,,
23-22022,5,10,0,,
23-22022,5,20,0,,
23-22022,5,40,0,,
23-22022,5,80,0,,
23-22022,5,120,1,,
23-22022,5,Frozen,,,
23-22022,5,Lab,1,,
23-22022,10,5,0,,
23-22022,10,10,0,,
23-22022,10,20,1,,
23-22022,10,40,0,,
23-22022,10,80,0,,
23-22022,10,120,2,,
23-22022,10,Frozen,,,
23-22022,10,Lab,0,,
23-22022,20,5,0,,
23-22022,20,10,0,,
23-22022,20,20,0,,
23-22022,20,40,0,,
23-22022,20,80,0,,
23-22022,20,120,0,,
23-22022,20,Frozen,,,
23-22022,20,Lab,0,,
23-22022,40,5,0,,
23-22022,40,10,0,,
23-22022,40,20,0,,
23-22022,40,40,0,,
23-22022,40,80,1,,
23-22022,40,120,0,,
23-22022,40,Frozen,,,
23-22022,40,Lab,2,,
23-22025,0,5,0,,address doesn't correspond to coordinates => correct address here
23-22025,0,10,0,,address doesn't correspond to coordinates => correct address here
23-22025,0,20,0,,address doesn't correspond to coordinates => correct address here
23-22025,0,40,0,,address doesn't correspond to coordinates => correct address here
23-22025,0,80,0,,address doesn't correspond to coordinates => correct address here
23-22025,0,120,0,,address doesn't correspond to coordinates => correct address here
23-22025,0,Frozen,0,,address doesn't correspond to coordinates => correct address here
23-22025,0,Lab,0,,address doesn't correspond to coordinates => correct address here
23-22025,5,5,0,,address doesn't correspond to coordinates => correct address here
23-22025,5,10,0,,address doesn't correspond to coordinates => correct address here
23-22025,5,20,0,,address doesn't correspond to coordinates => correct address here
23-22025,5,40,0,,address doesn't correspond to coordinates => correct address here
23-22025,5,80,0,,address doesn't correspond to coordinates => correct address here
23-22025,5,120,0,,address doesn't correspond to coordinates => correct address here
23-22025,5,Frozen,0,,address doesn't correspond to coordinates => correct address here
23-22025,5,Lab,0,,address doesn't correspond to coordinates => correct address here
23-22025,10,5,0,,address doesn't correspond to coordinates => correct address here
23-22025,10,10,0,,address doesn't correspond to coordinates => correct address here
23-22025,10,20,0,,address doesn't correspond to coordinates => correct address here
23-22025,10,40,0,,address doesn't correspond to coordinates => correct address here
23-22025,10,80,0,,address doesn't correspond to coordinates => correct address here
23-22025,10,120,0,,address doesn't correspond to coordinates => correct address here
23-22025,10,Frozen,0,,address doesn't correspond to coordinates => correct address here
23-22025,10,Lab,0,,address doesn't correspond to coordinates => correct address here
23-22025,20,5,0,,address doesn't correspond to coordinates => correct address here
23-22025,20,10,0,,address doesn't correspond to coordinates => correct address here
23-22025,20,20,0,,address doesn't correspond to coordinates => correct address here
23-22025,20,40,0,,address doesn't correspond to coordinates => correct address here
23-22025,20,80,0,,address doesn't correspond to coordinates => correct address here
23-22025,20,120,0,,address doesn't correspond to coordinates => correct address here
23-22025,20,Frozen,0,,address doesn't correspond to coordinates => correct address here
23-22025,20,Lab,0,,address doesn't correspond to coordinates => correct address here
23-22025,40,5,0,,address doesn't correspond to coordinates => correct address here
23-22025,40,10,0,,address doesn't correspond to coordinates => correct address here
23-22025,40,20,0,,address doesn't correspond to coordinates => correct address here
23-22025,40,40,0,,address doesn't correspond to coordinates => correct address here
23-22025,40,80,0,,address doesn't correspond to coordinates => correct address here
23-22025,40,120,0,,address doesn't correspond to coordinates => correct address here
23-22025,40,Frozen,0,,address doesn't correspond to coordinates => correct address here
23-22025,40,Lab,0,,address doesn't correspond to coordinates => correct address here
23-22028,0,5,0,,no sample linked to this data sheet
23-22028,0,10,0,,no sample linked to this data sheet
23-22028,0,20,0,,no sample linked to this data sheet
23-22028,0,40,0,,no sample linked to this data sheet
23-22028,0,80,2,,no sample linked to this data sheet
23-22028,0,120,2,,no sample linked to this data sheet
23-22028,0,Frozen,4,,no sample linked to this data sheet
23-22028,0,Lab,,,no sample linked to this data sheet
23-22028,5,5,0,,no sample linked to this data sheet
23-22028,5,10,0,,no sample linked to this data sheet
23-22028,5,20,0,,no sample linked to this data sheet
23-22028,5,40,0,,no sample linked to this data sheet
23-22028,5,80,0,,no sample linked to this data sheet
23-22028,5,120,0,,no sample linked to this data sheet
23-22028,5,Frozen,0,,no sample linked to this data sheet
23-22028,5,Lab,,,no sample linked to this data sheet
23-22028,10,5,0,,no sample linked to this data sheet
23-22028,10,10,0,,no sample linked to this data sheet
23-22028,10,20,0,,no sample linked to this data sheet
23-22028,10,40,0,,no sample linked to this data sheet
23-22028,10,80,0,,no sample linked to this data sheet
23-22028,10,120,2,,no sample linked to this data sheet
23-22028,10,Frozen,1,,no sample linked to this data sheet
23-22028,10,Lab,,,no sample linked to this data sheet
23-22028,20,5,0,,no sample linked to this data sheet
23-22028,20,10,0,,no sample linked to this data sheet
23-22028,20,20,0,,no sample linked to this data sheet
23-22028,20,40,2,,no sample linked to this data sheet
23-22028,20,80,1,,no sample linked to this data sheet
23-22028,20,120,1,,no sample linked to this data sheet
23-22028,20,Frozen,0,,no sample linked to this data sheet
23-22028,20,Lab,,,no sample linked to this data sheet
23-22028,40,5,0,,no sample linked to this data sheet
23-22028,40,10,0,,no sample linked to this data sheet
23-22028,40,20,0,,no sample linked to this data sheet
23-22028,40,40,0,,no sample linked to this data sheet
23-22028,40,80,3,,no sample linked to this data sheet
23-22028,40,120,4,,no sample linked to this data sheet
23-22028,40,Frozen,0,,no sample linked to this data sheet
23-22028,40,Lab,,,no sample linked to this data sheet
23-22029,0,5,0,"Ameisen, die man wo anders sieht",
23-22029,0,10,0,"Blackbird from 7 min, see data sheet (unclear)","coordinates by Nelma, in Schulhof"
23-22029,0,20,0,"Blackbird from 7 min, see data sheet (unclear)","coordinates by Nelma, in Schulhof"
23-22029,0,40,0,"Blackbird from 7 min, see data sheet (unclear)","coordinates by Nelma, in Schulhof"
23-22029,0,80,1,"Blackbird from 7 min, see data sheet (unclear)","coordinates by Nelma, in Schulhof"
